y,x
5.648360011,5.653823445
5.342422681,5.485205812
5.556302501,5.605573839
5.217483944,5.327880819
5.62324929,5.651683983
5.484299839,5.469131203
5.62324929,5.380504515
5.537819095,5.403275503
5.161368002,5.360640117
5.491361694,5.287847036
5.484299839,5.57067826
5.505149978,5.4956162
5.477121255,5.357269239
5.161368002,5.456420386
5.716003344,5.553770018
4.77815125,5.395789847
5.477121255,5.448477642
5.255272505,5.215282627
5.021189299,5.264875196
5.255272505,5.398560267
5.544068044,5.440834097
5.380211242,5.331597512
5.06069784,5.446104856
5.176091259,5.33642027
5.079181246,5.460459646
5.079181246,5.27317634
5.498310554,5.315566042
5.301029996,5.21083256
5.255272505,5.275425855
5.525044807,5.538418404
5.886490725,5.505648706
5.544068044,5.509445843
5.342422681,5.402281077
5.477121255,5.51485072
5.45484486,5.42536111
5.51851394,5.521195777
5.33243846,5.327770821
5.51851394,5.219078756
5.662757832,5.476758026
5.301029996,5.371176071
5.146128036,5.422224602
5.477121255,5.54661342
5.397940009,5.404271326
5.06069784,5.424526948
5.505149978,5.353661205
5.255272505,5.210284665
5.602059991,5.501611799
5.51851394,5.434780768
5.301029996,5.300843373
5.574031268,5.652507551
5.255272505,5.486680804
5.531478917,5.780043638
5.633468456,5.488862529
5.681241237,5.555744103
5.301029996,5.276552213
5.544068044,5.437319938
5.498310554,5.452499303
5.380211242,5.382843656
5.380211242,5.403658524
5.662757832,5.53569141
5.875061263,5.5056706
6.176091259,5.818812677
5.511883361,5.496915817
5.602059991,5.512227856
5.591064607,5.371176388
5.352182518,5.420217214
5.301029996,5.44829169
5.255272505,5.308949538
5.397940009,5.430574169
5.161368002,5.520059805
5.230448921,5.219948969
5.602059991,5.523496925
5.612783857,5.527062851
5.301029996,5.481867579
5.380211242,5.338757691
5.255272505,5.556411478
5.255272505,5.323521115
5.511883361,5.546907963
5.51851394,5.456143318
5.556302501,5.571889979
5.342422681,5.46521612
5.361727836,5.42069894
5.423245874,5.251017514
5.079181246,5.423789054
5.380211242,5.484123165
5.176091259,5.428322165
5.511883361,5.446139904
5.176091259,5.363001573
5.079181246,5.394392615
5.648360011,5.461675839
5.544068044,5.457141053
5.255272505,5.235711438
5.62324929,5.485241269
5.505149978,5.451942404
5.77815125,5.460272648
5.255272505,5.304290277
5.531478917,5.451686568
5.33243846,5.364715056
5.607455023,5.487461684
5.544068044,5.590741699
5.602059991,5.442626535
5.176091259,5.229083253
5.477121255,5.280062684
5.491361694,5.447401141
5.079181246,5.20955703
5.380211242,5.504946795
5.041392685,5.31267789
5.602059991,5.501490943
5.537819095,5.511023934
5.681241237,5.564366629
5.380211242,5.520939459
5.505149978,5.406929055
5.380211242,5.216076355
5.079181246,5.167959805
5.176091259,5.333528546
5.525044807,5.513784323
5.477121255,5.385835693
5.477121255,5.431856926
5.397940009,5.227050899
5.255272505,5.240916664
5.380211242,5.366540735
5.301029996,5.308273661
5,5.192949418
5.491361694,5.780896228
6.096910013,5.439307638
5.51851394,5.599612025
5.612783857,5.338760585
5.130333768,5.308671586
5.477121255,5.405608261
5.301029996,5.387090452
5.079181246,5.32955091
5.511883361,5.348231824
5.511883361,5.442076613
5.301029996,5.230552551
5.447158031,5.380788574
5.556302501,5.429803312
5.505149978,5.328827649
5.681241237,5.520076799
5.255272505,5.378667484
5.643452676,5.73947133
5.653212514,5.611006107
5.511883361,5.452267793
5.662757832,5.643437647
5.602059991,5.477933437
5.574031268,5.447453754
5.301029996,5.254257607
5.352182518,5.354346009
5.322219295,5.363437422
5.477121255,5.392975862
5.720159303,5.563935974
5.477121255,5.436717545
5.311753861,5.321240491
5.380211242,5.415951625
5.176091259,5.234732155
5.477121255,5.40778719
5.62324929,5.334619916
5.638489257,5.471669236
5.322219295,5.409260191
5.255272505,5.629729467
5.477121255,5.47758995
5,5.307178812
5.544068044,5.358724592
5.477121255,5.479077872
5.511883361,5.410902082
5.423245874,5.343412588
5.079181246,5.299183605
5.607455023,5.525074203
5.591064607,5.532842366
5.301029996,5.398362899
5.477121255,5.409871922
5.301029996,5.278104637
5.380211242,5.594225033
5.602059991,5.548927612
5.62324929,5.423973178
5.439332694,5.311857571
5.531478917,5.515068452
5.439332694,5.311422564
5.525044807,5.41011614
5.255272505,5.305975948
5.511883361,5.398214098
5.397940009,5.393607169
5.477121255,5.559857291
5.602059991,5.594729104
5.544068044,5.435268899
5.361727836,5.275025952
5.591064607,5.57780831
5.62324929,5.358732192
5.511883361,5.426947647
5.462397998,5.552511223
5.439332694,5.347403584
5.498310554,5.27779817
5.653212514,5.642386722
5.301029996,5.296189609
5.602059991,5.376827121
5.301029996,5.396535605
5.217483944,5.315633296
5.477121255,5.403961435
5,5.190069238
5,5.177613241
5.544068044,5.496148361
5.525044807,5.339201839
5.414973348,5.33690566
5.290034611,5.359586337
5.505149978,5.398113302
5.602059991,5.432473366
5.380211242,5.535783177
5.079181246,5.46469011
5.498310554,5.323015378
5.255272505,5.349155384
5.380211242,5.443545687
5.477121255,5.602397514
5.146128036,5.425224556
5.255272505,5.221138068
5.301029996,5.433547732
5.079181246,5.424786254
5.511883361,5.308614342
5.511883361,5.446840417
5.51851394,5.482437351
5.079181246,5.385206627
5.380211242,5.39771039
5.301029996,5.484944661
5.230448921,5.306898416
5.041392685,5.488348736
5.511883361,5.563215203
5.267171728,5.247831022
5.477121255,5.217271847
5.505149978,5.50674047
5.525044807,5.40906717
5.311753861,5.242993354
5.33243846,5.369096258
5.58546073,5.554690701
5.041392685,5.180191147
5.255272505,5.363945459
5.397940009,5.595003633
5.544068044,5.275350099
5.672097858,5.546960973
5.694605199,5.330154854
5.51851394,5.419121966
5.544068044,5.426646062
5.477121255,5.240955398
5,5.260674769
5.462397998,5.35231887
5.414973348,5.420374882
5.511883361,5.481706928
5.301029996,5.454682099
5.525044807,5.511117237
5.477121255,5.274241915
5.477121255,5.443499576
5.498310554,5.486479674
5.51851394,5.539377758
5.648360011,5.56620789
5.51851394,5.470669498
5.544068044,5.493590927
5.439332694,5.457600073
5.568201724,5.486026839
5.255272505,5.30848
5.079181246,5.308546786
5.477121255,5.315155022
5.342422681,5.501623862
5.301029996,5.453269122
5.643452676,5.404692671
5.505149978,5.336668579
5.525044807,5.34655044
5.505149978,5.438014245
5.447158031,5.262282021
5.352182518,5.457091068
5.550228353,5.644059342
5.544068044,5.348770987
5.041392685,5.402370302
5.544068044,5.436393891
5.829303773,5.559676446
5.672097858,5.636724524
5.857332496,5.443571843
5.511883361,5.539346247
5.477121255,5.294899926
5.77815125,5.536857464
5.525044807,5.434024869
5.255272505,5.301959209
5.903089987,5.635217822
5.568201724,5.509770689
5.653212514,5.556748895
5.511883361,5.488117845
5.568201724,5.46985146
5.491361694,5.440436483
5.190331698,5.380832767
5.447158031,5.538167028
5.544068044,5.549913482
5.653212514,5.637655629
5.602059991,5.418699836
5.267171728,5.282389693
5.414973348,5.467726761
5.544068044,5.483013004
5.602059991,5.543048121
5.531478917,5.585574832
5.301029996,5.46522409
5.079181246,5.314975773
5.51851394,5.230883124
5.525044807,5.416205817
5.77815125,5.619485321
5.380211242,5.384423838
5.278753601,5.168316109
5.255272505,5.531906031
5.556302501,5.459111517
5.255272505,5.534659661
5.51851394,5.366063785
5.380211242,5.480692612
5.698970004,5.423821565
5.380211242,5.234729573
5.498310554,5.348089866
5.477121255,5.51407077
5.698970004,5.417429129
5.694605199,5.588055144
5.643452676,5.561260867
5.204119983,5.320926388
5.079181246,5.339767381
5.511883361,5.556911479
5.380211242,5.280140916
5.711807229,5.506109306
5.531478917,5.451180704
5.255272505,5.354511265
5.556302501,5.613633292
5.491361694,5.456792088
5.812913357,5.412303144
5.809559715,5.444240385
5.698970004,5.523474573
5.62838893,5.513972812
5.505149978,5.499126628
5.716003344,5.42004022
5.021189299,5.298465681
5.33243846,5.373926427
5.447158031,5.299716943
5.301029996,5.406861343
5.079181246,5.222722171
5.698970004,5.533650119
5.477121255,5.490729271
5.477121255,5.348228445
5.33243846,5.239855081
5.301029996,5.464522201
5.51851394,5.426303906
5.602059991,5.305812203
5.602059991,5.421782252
5.728353782,5.548176338
5.33243846,5.319996814
5.484299839,5.366992778
5.423245874,5.549240443
5.176091259,5.315948156
5.176091259,5.211906729
5.380211242,5.465216303
5.477121255,5.518132945
5.342422681,5.524993235
5.380211242,5.342365967
5.301029996,5.488616124
5.439332694,5.376767859
4.77815125,5.359287085
5.322219295,5.294574092
5.176091259,5.368022836
5.477121255,5.37598088
5.477121255,5.397290861
5.84509804,5.566429392
5.531478917,5.470411137
5,5.295392019
5.342422681,5.430311908
5.477121255,5.272842496
5.819543936,5.563302782
5.161368002,5.277841708
5.255272505,5.495735555
5,5.15536079
5.511883361,5.517582106
5.301029996,5.278325976
5.380211242,5.598036812
5.477121255,5.555421082
5.511883361,5.543842715
5.380211242,5.391615136
5.525044807,5.508026858
5.380211242,5.326726121
5.574031268,5.574288587
5.653212514,5.374827681
5.550228353,5.415921792
5.531478917,5.378422505
5.380211242,5.453817995
6.556302501,5.664121955
5.648360011,5.546457928
5.477121255,5.597956505
5.662757832,5.545530676
5.380211242,5.528845411
5.447158031,5.354479737
5.505149978,5.573431103
5.511883361,5.537322503
5.380211242,5.523839007
5.33243846,5.379997615
5.505149978,5.351288637
5.638489257,5.378222232
5.322219295,5.431942118
5.477121255,5.514571261
5.477121255,5.395810711
5.255272505,5.377947581
5.278753601,5.372645359
5.72427587,5.591713571
5.511883361,5.470119913
5.278753601,5.092038573
5.62324929,5.50243604
5.602059991,5.501523854
5.204119983,5.548980896
5.857332496,5.62644605
5.537819095,5.418902607
5.290034611,5.340395433
5.021189299,5.318491488
5.602059991,5.383383441
5.380211242,5.52569792
5.079181246,5.260324142
5.45484486,5.39795169
5.389166084,5.403188766
5.562292864,5.563526288
5.498310554,5.559895421
5.720159303,5.496638759
5.079181246,5.533102936
5,5.410936337
5.190331698,5.406809094
5.255272505,5.528045054
5.477121255,5.532723949
5.544068044,5.374090406
5.556302501,5.637038613
5.788875116,5.414149466
5.975431809,5.544086789
5.021189299,5.369585238
5.380211242,5.597254501
5.255272505,5.598538591
5.380211242,5.357132031
5.230448921,5.514528961
5.255272505,5.348356906
5.041392685,5.068107757
5.602059991,5.517220679
5.380211242,5.345322519
5.568201724,5.541574993
5.77815125,5.530083982
5.707570176,5.487812003
5.255272505,5.467967993
5,5.521128305
5.176091259,5.249990355
5.113943352,5.458113948
5.525044807,5.477286404
5.021189299,5.287538772
5.556302501,5.559155036
5.711807229,5.336069473
5.477121255,5.302116593
5.255272505,5.396484897
5.255272505,5.466696172
5.511883361,5.520862144
5.079181246,5.334422856
5.544068044,5.531600782
5.477121255,5.354119918
5.041392685,5.277100797
5.602059991,5.406752326
5.602059991,5.58805196
5.477121255,5.3410761
5.243038049,5.337159644
4.954242509,5.335854512
5.698970004,5.392093364
5.255272505,5.493813667
5.041392685,5.125275285
5.176091259,5.456987407
5.301029996,5.519216583
5.352182518,5.320999826
5.477121255,5.435347078
5.079181246,5.318070394
5.736396502,5.327260076
5.389166084,5.304085382
5.511883361,5.354045284
5.568201724,5.474944782
5.511883361,5.499082613
5.574031268,5.461410985
5.477121255,5.283547792
5.568201724,5.567517653
5.397940009,5.176613422
5.574031268,5.5439966
5.462397998,5.398086993
5.511883361,5.473745786
5.431363764,5.334319659
5.477121255,5.23803155
5.243038049,5.334627667
5,5.277272865
5.511883361,5.505810475
5.77815125,5.478299996
5.511883361,5.504165557
4.602059991,5.27052214
5.414973348,5.3883753
5.079181246,5.346155203
5.633468456,5.239287111
5.662757832,5.540699381
5.447158031,5.571512935
5.290034611,5.487363147
5.505149978,5.361116331
5.352182518,5.302508161
5.477121255,5.398763139
5.607455023,5.568291785
5.954242509,5.484553536
5.33243846,5.370764034
5.556302501,5.479418271
5.602059991,5.441599286
5.380211242,5.535515696
5.477121255,5.354290877
5.602059991,5.597013334
5.176091259,5.573378771
5.352182518,5.220351868
5.243038049,5.341306336
5.544068044,5.655839827
5.079181246,5.179431152
5.618048097,5.499524657
5.447158031,5.458396513
4.84509804,5.407164805
5.484299839,5.340494783
5.602059991,5.358911558
5.574031268,5.437210604
5.311753861,5.314864793
5.301029996,5.159274732
5.505149978,5.233578925
5.602059991,5.481252819
5.505149978,5.595247715
5.267171728,5.332360692
4.602059991,5.308507747
5.667452953,5.481649914
5.462397998,5.597235799
5.498310554,5.432764012
5.352182518,5.294040041
5.531478917,5.668927872
5.477121255,5.423089526
5.255272505,5.297738755
5.511883361,5.442592035
5.255272505,5.209698773
5.414973348,5.141519683
5.511883361,5.500345499
5.653212514,5.517280897
5.217483944,5.339964704
6.113943352,5.585820747
5.826074803,5.720958954
5.255272505,5.264559271
5.380211242,5.359283164
5.477121255,5.58476485
5.255272505,5.400776734
5.380211242,5.391749327
5.301029996,5.317289862
5.698970004,5.513862194
5.380211242,5.387602931
5.491361694,5.399240101
5.255272505,5.473754917
5.380211242,5.323702876
5.537819095,5.351688683
5.544068044,5.528735402
5.491361694,5.634365684
5.511883361,5.474597509
5.477121255,5.459234629
5.498310554,5.617254807
5.491361694,5.405661399
5.77815125,5.390293161
5.658011397,5.453617838
5.544068044,5.489542555
5.770852012,5.47973209
5.079181246,5.567450292
5.562292864,5.45706656
5.161368002,5.553603779
5.574031268,5.369082528
5.612783857,5.453716733
5.698970004,5.557544206
5.672097858,5.584513916
5.62324929,5.517674749
5.72427587,5.271758277
5.77815125,5.384129102
5.607455023,5.474653101
5.33243846,5.559770985
5.602059991,5.545276815
5.278753601,5.291583122
5.462397998,5.422213303
5.544068044,5.502695946
5.255272505,5.210591114
5.596597096,5.518434816
5.380211242,5.443662569
5.079181246,5.236069429
5.491361694,5.383717514
5.255272505,5.404276418
5.58546073,5.336345442
5.62324929,5.431241705
5.176091259,5.346898459
5.021189299,5.243386455
5.875061263,5.453904065
5.484299839,5.449563701
5.079181246,5.450290222
5.698970004,5.586155474
5.67669361,5.54693847
5.491361694,5.504929152
5.685741739,5.71496118
5.537819095,5.524922476
5.525044807,5.553444593
4.977723605,5.330968215
5.602059991,5.474355274
5.672097858,5.560767403
5.58546073,5.561625541
5.361727836,5.421471348
5.591064607,5.634716367
5.33243846,5.522123807
5.079181246,5.278252681
5.511883361,5.449025729
5.447158031,5.258980161
5.716003344,5.474115262
5.176091259,5.478606693
5.255272505,5.498778368
5.556302501,5.543984998
5.511883361,5.557904015
5.161368002,5.496206277
5.857332496,5.508472392
4.812913357,5.441756286
5.67669361,5.541381467
5.255272505,5.449891363
5.484299839,5.479072689
5,5.448328113
5.361727836,5.160415435
5.505149978,5.589655414
5.812913357,5.550746769
5.698970004,5.530581501
5.531478917,5.457638389
5.602059991,5.369192923
5.462397998,5.135777366
5.648360011,5.500124718
5.301029996,5.384285416
5.602059991,5.533208775
5.77815125,5.482381135
5.556302501,5.625670784
5.397940009,5.298713547
5.491361694,5.272548346
5.484299839,5.497946753
5.602059991,5.449000256
5.602059991,5.491603004
5.477121255,5.194372672
5.477121255,5.354011666
5.477121255,5.27894767
5.255272505,5.487281707
5.255272505,5.139260383
5.311753861,5.112075009
5.698970004,5.48287487
5.544068044,5.580755564
5.146128036,5.456011958
5.799340549,5.595321437
5.311753861,5.367816104
5.653212514,5.483984379
5.531478917,5.601421875
6,5.577731791
5.505149978,5.454549663
5.397940009,5.440511166
5.69019608,5.537293025
5.511883361,5.592903891
5.176091259,5.377465347
5.602059991,5.524816431
5.342422681,5.347324856
5.255272505,5.261277239
5.602059991,5.67420892
5.380211242,5.477723557
5.643452676,5.589940701
4.977723605,5.381226885
5,5.337029945
5.352182518,5.235310873
5.477121255,5.299370212
5.477121255,5.506769611
5.531478917,5.540080269
5.462397998,5.407297589
5.685741739,5.432550024
5.62324929,5.476208998
5.556302501,5.463098618
5.544068044,5.584939835
5.397940009,5.526238911
5.146128036,5.316672867
5.505149978,5.477478519
5.255272505,5.290403729
5.477121255,5.384053862
5.491361694,5.456865314
5.301029996,5.365308134
5.698970004,5.533324116
5.602059991,5.447809675
5.643452676,5.609076884
5.62838893,5.522045543
5.62324929,5.64106312
5.602059991,5.500466673
5.556302501,5.35530128
5.380211242,5.482665038
5.618048097,5.530248431
5.498310554,5.382285485
5.301029996,5.475114739
5.423245874,5.400370328
5.491361694,5.485623454
5.477121255,5.529040748
5.544068044,5.577098739
5.380211242,5.352651705
5.477121255,5.304875977
5.477121255,5.56508124
5.477121255,5.687452068
5.176091259,5.289769491
5.511883361,5.437764448
5.243038049,5.567565118
5.079181246,5.401336558
5.079181246,5.316361862
5.51851394,5.466992289
5.311753861,5.431510822
5.397940009,5.388446993
5.531478917,5.692730217
5.84509804,5.661791121
5.596597096,5.44853221
5.204119983,5.58644184
5.477121255,5.44566017
5.579783597,5.609020887
5.51851394,5.459343306
5.021189299,5.43488115
5.525044807,5.527150082
5.531478917,5.354260817
5,5.237573716
5.484299839,5.383648198
5.698970004,5.502524082
5.51851394,5.438868441
5.096910013,5.335498722
5.698970004,5.539293096
5.176091259,5.25614321
5.255272505,5.345974193
5.491361694,5.558520763
5.511883361,5.378231265
5.672097858,5.612347392
5.447158031,5.423486011
5.531478917,5.479911913
5.477121255,5.554190238
5.568201724,5.478055444
5.544068044,5.553061311
5.736396502,5.538418643
5.531478917,5.510293438
5.84509804,5.500649291
5.903089987,5.408127797
5.176091259,5.187651017
5,5.326538588
5.414973348,5.320740155
5.58546073,5.59769938
5.658011397,5.561303926
5.33243846,5.373122769
5.146128036,5.364114926
5.342422681,5.383717658
5.311753861,5.332710246
5.380211242,5.318858476
5.389166084,5.289536837
5.380211242,5.413762274
5.511883361,5.41337418
5.021189299,5.321132142
5.62324929,5.344403103
5.643452676,5.512760867
5.62838893,5.514903908
5.380211242,5.518751357
5.311753861,5.367141564
5,5.525692909
5.568201724,5.346939358
5.966141733,5.659969081
5.176091259,5.432308282
5.290034611,5.257992828
5.77815125,5.45173937
5.531478917,5.486057146
5.079181246,5.381532301
5.531478917,5.584485963
4.954242509,5.329553234
5.491361694,5.450478509
5.45484486,5.295263009
5.531478917,5.563587275
5.698970004,5.470192356
5.77815125,5.640064307
5.511883361,5.456611325
6.241795431,5.676219888
5.380211242,5.5143005
5.505149978,5.227636418
5.484299839,5.409863715
5.380211242,5.387629131
5.484299839,5.402877936
5.67669361,5.63935863
5.301029996,5.306985147
5.352182518,5.473304022
5.537819095,5.493207855
5.021189299,5.287976985
5.021189299,5.231430889
5.51851394,5.531144936
5.301029996,5.445311067
5,5.31392867
5.531478917,5.478265963
5.511883361,5.503880267
5.579783597,5.475181129
5.230448921,5.290617715
5.469822016,5.516906246
5.498310554,5.465317304
4.653212514,5.356406972
5.51851394,5.489332894
5,5.234826577
5.903089987,5.490272487
5.079181246,5.380845375
6.176091259,5.708362803
5.607455023,5.609208682
5.477121255,5.305001332
5.544068044,5.444721282
5.51851394,5.477051092
4.653212514,5.435507207
5.58546073,5.504290858
5.591064607,5.543108348
5.672097858,5.487136285
5.84509804,5.628838038
5.537819095,5.574869576
5.477121255,5.587012694
5.84509804,5.686721614
5.596597096,5.567016121
5.781755375,5.527868103
5.537819095,5.512718407
5.079181246,5.361982402
5.146128036,5.243357159
5.643452676,5.465105259
5.380211242,5.332357523
5.255272505,5.316829789
5.255272505,5.297821532
5.544068044,5.310900766
5.255272505,5.282068972
5.544068044,5.601306554
5.484299839,5.399716588
5.255272505,5.338652902
5.301029996,5.295073132
5.255272505,5.442808253
5.301029996,5.470533514
5.079181246,5.33558643
5.511883361,5.528186256
5.301029996,5.411410506
5,5.351072483
5.190331698,5.440106909
5.290034611,5.463161136
5.77815125,5.567775489
5.397940009,5.473219552
5.021189299,5.268846581
5.380211242,5.460170883
5.176091259,5.417006452
5.414973348,5.363715829
5.397940009,5.492798784
5.51851394,5.451786761
5.544068044,5.357263727
5.380211242,5.487228236
5.230448921,5.234512163
5.397940009,5.302217164
5.311753861,5.401080599
5.230448921,5.490573601
5.301029996,5.500013297
5.84509804,5.695587196
5.544068044,5.534550035
5.574031268,5.60120815
5.556302501,5.435710541
5.267171728,5.28372126
5.301029996,5.607737358
5.740362689,5.650355262
5.255272505,5.365493968
5.397940009,5.449487014
5.511883361,5.549801316
5.079181246,5.249790552
5.602059991,5.404891319
5.556302501,5.504399199
5.544068044,5.330611598
5.079181246,5.187607525
5.544068044,5.599733725
5.462397998,5.310142899
5.255272505,5.301923646
5.62324929,5.474365072
5.544068044,5.340315497
5.579783597,5.549511554
5.832508913,5.598929707
5.477121255,5.467809767
5.161368002,5.365798238
5.079181246,5.250250099
5.176091259,5.320176653
5.511883361,5.551228459
4.903089987,5.203638111
5.544068044,5.612488642
5.544068044,5.499176694
5.161368002,5.453905207
5.511883361,5.382120345
5.342422681,5.471744663
4.77815125,5.211904955
5.62838893,5.609056221
5.255272505,5.251556439
5.491361694,5.377559109
5.361727836,5.325550746
5.537819095,5.463673566
5.602059991,5.531770504
5.511883361,5.274868036
5.079181246,5.274093453
5.380211242,5.179030757
5.491361694,5.466908737
5.380211242,5.446515704
5.414973348,5.393966727
5.322219295,5.391356737
5.511883361,5.605445985
5.322219295,5.347015556
5.591064607,5.462332159
5.491361694,5.493772384
5.380211242,5.421731291
5.255272505,5.487785955
5.380211242,5.378053546
5.505149978,5.507909601
5.397940009,5.348800498
